                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     25,                 1.1056,                 1.8544,                 1.3077,                  1.056,                0.90052,                0.90301,                 0.9495,                0.79825,                0.90052,                0.90301,                0.94472,                  0.673,                0.68316,                0.76117,                0.86728,                0.87855,              0.0099208,              0.0099208,              0.0099208
                     26,                  1.074,                 1.8524,                 1.2549,                 1.0466,                0.91785,                0.92409,                0.95327,                0.80673,                0.91785,                0.92409,                0.94992,                0.69055,                0.62207,                0.74891,                0.76529,                0.87999,              0.0099175,              0.0099175,              0.0099175
                     27,                 1.0465,                 1.7872,                 1.2081,                 1.0229,                0.87804,                0.94794,                0.93771,                0.79643,                0.86716,                0.93769,                0.92021,                0.68051,                0.63442,                0.75442,                0.76357,                0.86872,              0.0099142,              0.0099142,              0.0099142
                     28,                   1.09,                 1.8855,                 1.2275,                 1.0455,                0.91953,                0.92002,                0.93787,                 0.7948,                0.91953,                0.92002,                0.93272,                0.70192,                0.64215,                0.71856,                0.68918,                0.87867,              0.0099109,              0.0099109,              0.0099109
                     29,                 1.0666,                 1.8823,                 1.1495,                 1.0347,                0.85863,                 0.9353,                0.97781,                0.80643,                0.85863,                 0.9353,                0.97625,                0.74213,                0.68288,                0.72178,                0.72582,                0.87312,              0.0099076,              0.0099076,              0.0099076
                     30,                 1.0447,                 1.8371,                 1.1922,                  1.023,                0.88927,                0.96205,                0.96095,                0.80367,                0.88824,                0.95892,                 0.9545,                0.73685,                0.63673,                0.64214,                0.79321,                0.86847,              0.0099043,              0.0099043,              0.0099043
                     31,                 1.0661,                 1.8123,                 1.1701,                 1.0333,                0.91442,                0.94606,                0.95625,                0.80672,                0.90548,                0.93958,                0.94839,                0.69028,                0.62581,                0.66635,                0.69572,                0.86798,               0.009901,               0.009901,               0.009901
                     32,                 1.0563,                 1.7664,                 1.1531,                 1.0359,                0.91409,                0.91758,                0.95696,                 0.8157,                0.91347,                0.91542,                 0.9448,                 0.6959,                0.61057,                0.76878,                0.75546,                0.87184,              0.0098977,              0.0098977,              0.0098977
                     33,                 1.0394,                 1.7967,                 1.1042,                 1.0313,                0.89096,                 0.9544,                0.95789,                0.81201,                0.89139,                0.94622,                0.95015,                0.69375,                0.65265,                0.98247,                0.71579,                0.88377,              0.0098944,              0.0098944,              0.0098944
                     34,                 1.0267,                 1.7611,                 1.1128,                 1.0282,                0.89055,                0.94455,                0.95719,                0.77722,                 0.8763,                0.92387,                 0.9339,                0.65309,                0.69962,                 1.3147,                0.73952,                0.88911,              0.0098911,              0.0098911,              0.0098911
                     35,                 1.0483,                 1.7718,                 1.1582,                 1.0381,                0.86279,                0.95432,                0.95783,                0.82957,                0.86063,                0.95092,                0.95178,                0.72091,                0.59475,                0.63871,                0.69274,                0.86742,              0.0098878,              0.0098878,              0.0098878
                     36,                 1.0169,                 1.7218,                  1.077,                 1.0161,                0.89326,                0.94954,                0.97403,                0.82559,                0.89194,                0.94511,                0.96621,                0.72345,                0.63108,                0.70159,                0.75266,                0.87261,              0.0098845,              0.0098845,              0.0098845
                     37,                 1.0659,                 1.8479,                 1.0592,                 1.0272,                0.93208,                0.94577,                0.97933,                0.83149,                0.93208,                0.94577,                0.97933,                0.75438,                 0.6004,                0.68893,                 0.6901,                0.87071,              0.0098812,              0.0098812,              0.0098812
                     38,                 1.0103,                 1.7661,                 1.0739,                 1.0121,                0.86261,                0.96001,                0.97611,                0.83567,                0.85699,                 0.9544,                0.96905,                0.73871,                 0.5817,                0.65784,                0.71499,                0.86594,              0.0098779,              0.0098779,              0.0098779
                     39,                0.99093,                 1.7156,                  1.085,                 1.0139,                0.91247,                0.91328,                0.95354,                0.80756,                0.91115,                0.91051,                 0.9495,                0.69595,                  0.619,                0.77466,                0.70689,                0.86508,              0.0098746,              0.0098746,              0.0098746
                     40,                 1.0116,                 1.7521,                 1.1029,                  1.029,                0.85514,                0.94477,                0.97597,                0.80688,                0.85081,                0.93939,                0.96239,                0.66698,                 0.7052,                0.99253,                0.79225,                0.89977,              0.0098713,              0.0098713,              0.0098713
                     41,                0.99495,                 1.6875,                 1.0293,                 1.0061,                0.90453,                0.95443,                0.95517,                0.81516,                0.89461,                0.94369,                0.93714,                 0.7087,                0.62059,                0.70047,                0.65087,                0.86592,               0.009868,               0.009868,               0.009868
                     42,                0.99792,                 1.7006,                 1.0238,                 1.0023,                0.90696,                0.95921,                0.95651,                0.79664,                0.89924,                0.95432,                0.94705,                0.67698,                0.71066,                 1.0564,                0.69936,                0.88754,              0.0098647,              0.0098647,              0.0098647
                     43,                 1.0208,                 1.7834,                 1.0147,                 1.0153,                0.88573,                0.95776,                0.94987,                0.82279,                0.88452,                0.94878,                0.94334,                0.68226,                0.59695,                0.71089,                0.63357,                0.86746,              0.0098614,              0.0098614,              0.0098614
                     44,                0.97765,                 1.6831,                 1.0118,                0.99879,                0.89151,                0.96493,                0.96147,                0.82661,                0.88474,                0.95817,                0.95588,                0.71411,                0.56588,                0.64026,                 0.6698,                0.85256,              0.0098581,              0.0098581,              0.0098581
                     45,                0.95342,                 1.6492,                0.98768,                0.98259,                0.91671,                0.95206,                0.95839,                0.82406,                0.91683,                0.95019,                0.95068,                0.73133,                0.56913,                0.63313,                0.77644,                0.86554,              0.0098548,              0.0098548,              0.0098548
                     46,                0.97351,                 1.6817,                0.96602,                 1.0037,                0.91593,                0.93224,                0.96615,                0.81343,                0.91473,                0.92889,                0.96039,                0.73007,                0.63584,                 0.6728,                0.59265,                0.86691,              0.0098515,              0.0098515,              0.0098515
                     47,                0.96127,                 1.6648,                0.97994,                0.99288,                0.87481,                0.93513,                 0.9607,                0.82407,                 0.8742,                0.92969,                0.95314,                0.69973,                0.60216,                0.64751,                0.57815,                0.86506,              0.0098482,              0.0098482,              0.0098482
                     48,                0.98187,                 1.6962,                0.97201,                 1.0025,                0.90959,                 0.9414,                0.95762,                0.80864,                0.90133,                0.94343,                0.95204,                 0.6906,                0.62539,                 0.8917,                0.68401,                0.86998,              0.0098449,              0.0098449,              0.0098449
                     49,                0.95391,                 1.6095,                0.97439,                0.99514,                0.90695,                0.94542,                0.95661,                0.83088,                0.90259,                0.94105,                 0.9412,                0.68024,                0.56472,                0.63901,                0.57314,                0.84809,              0.0098416,              0.0098416,              0.0098416
                     50,                0.93058,                 1.6372,                0.93384,                0.97605,                0.91454,                0.94175,                0.95739,                0.83232,                0.91319,                0.93916,                0.94155,                0.72062,                0.55787,                0.63161,                0.64552,                0.85165,              0.0098383,              0.0098383,              0.0098383
                     51,                0.92641,                 1.6157,                0.93098,                0.99064,                 0.9115,                0.95532,                0.96448,                0.85942,                0.89863,                0.94038,                0.95008,                 0.7097,                 0.5202,                0.63901,                0.60659,                0.84887,               0.009835,               0.009835,               0.009835
                     52,                0.92129,                 1.6056,                0.93177,                0.98248,                0.85807,                 0.9617,                0.97937,                0.84944,                0.84604,                0.94902,                0.96905,                 0.7426,                0.56839,                0.63912,                0.59495,                0.85884,              0.0098317,              0.0098317,              0.0098317
                     53,                0.91885,                 1.5936,                0.92662,                0.97141,                0.84763,                0.93942,                0.95795,                0.84839,                0.83569,                0.92748,                0.94732,                0.71118,                 0.5261,                0.62678,                0.59072,                0.84165,              0.0098284,              0.0098284,              0.0098284
                     54,                0.93853,                 1.6198,                0.91953,                0.99552,                0.93208,                0.94696,                0.95638,                 0.8426,                0.92278,                 0.9356,                0.93921,                0.71535,                0.54426,                0.61459,                0.62473,                0.85158,              0.0098251,              0.0098251,              0.0098251
                     55,                  0.935,                 1.5454,                0.91807,                0.98692,                0.91049,                0.94916,                0.96692,                0.84906,                0.91279,                0.94741,                0.95936,                0.70941,                0.57535,                0.64009,                 0.6128,                0.85461,              0.0098218,              0.0098218,              0.0098218
                     56,                0.91936,                 1.5589,                 0.9117,                0.98367,                0.92437,                0.97093,                0.98304,                0.86487,                0.91547,                0.96067,                0.96786,                0.73999,                0.53773,                0.61146,                0.62518,                0.84301,              0.0098185,              0.0098185,              0.0098185
                     57,                0.89898,                 1.5692,                0.91205,                 0.9792,                0.90585,                0.91888,                0.96271,                0.83395,                0.90469,                0.91386,                0.95634,                0.75264,                0.57661,                0.61353,                0.59142,                0.85646,              0.0098152,              0.0098152,              0.0098152
                     58,                0.88527,                 1.5091,                0.88624,                0.96457,                0.93399,                0.95713,                0.97287,                0.85637,                 0.9349,                0.95571,                0.96604,                0.72202,                0.58619,                 0.6568,                0.56667,                0.85157,              0.0098119,              0.0098119,              0.0098119
                     59,                0.88556,                 1.5451,                0.88869,                 0.9703,                0.84583,                0.96468,                0.97607,                 0.8566,                0.89608,                0.90917,                0.95594,                0.73728,                 0.5239,                 0.6588,                 0.5819,                0.84662,              0.0098086,              0.0098086,              0.0098086
                     60,                0.89851,                 1.5553,                0.88906,                 0.9624,                0.93279,                0.95677,                0.96383,                0.84532,                 0.9318,                0.95382,                0.95631,                0.72642,                0.51476,                0.59716,                0.59649,                0.84202,              0.0098053,              0.0098053,              0.0098053
                     61,                0.89929,                 1.5962,                0.87122,                0.97342,                0.93764,                0.95139,                0.98469,                0.87097,                0.93764,                0.95139,                0.98469,                0.74097,                 0.5082,                0.59125,                0.59773,                0.84262,               0.009802,               0.009802,               0.009802
                     62,                0.87796,                 1.5251,                0.86908,                0.95648,                0.90834,                0.97031,                0.96498,                0.85351,                0.90375,                0.95927,                0.96177,                 0.7285,                0.52199,                0.58691,                0.63088,                0.83546,              0.0097987,              0.0097987,              0.0097987
                     63,                0.87416,                 1.5452,                0.86587,                0.96216,                0.92944,                 0.9536,                0.95813,                0.85356,                0.92836,                0.94853,                0.95544,                 0.7454,                0.51682,                0.60977,                0.58068,                0.84478,              0.0097954,              0.0097954,              0.0097954
                     64,                0.87322,                 1.5106,                0.86502,                0.96307,                0.92358,                0.94956,                0.95519,                 0.8462,                0.92272,                 0.9464,                0.95173,                0.71255,                0.53628,                0.59895,                0.58068,                0.84635,              0.0097921,              0.0097921,              0.0097921
                     65,                0.90239,                 1.5377,                0.90486,                 0.9768,                0.92327,                0.94954,                0.96075,                 0.8361,                0.92327,                0.94954,                0.96075,                0.72635,                0.53656,                0.58443,                0.62579,                0.85172,              0.0097888,              0.0097888,              0.0097888
                     66,                0.86412,                 1.5447,                0.85555,                0.96058,                0.87839,                0.95624,                0.97461,                0.85067,                0.86347,                0.94903,                0.96462,                0.72468,                0.56761,                0.73009,                0.63169,                0.85617,              0.0097855,              0.0097855,              0.0097855
                     67,                0.86964,                 1.5192,                0.86914,                0.95791,                0.91481,                0.96715,                0.97717,                0.87003,                0.91257,                0.96049,                0.96976,                0.76412,                0.55293,                0.59053,                0.60981,                0.84655,              0.0097822,              0.0097822,              0.0097822
                     68,                0.87514,                 1.4893,                0.87757,                0.96261,                0.90933,                0.95672,                 0.9656,                0.84739,                 0.9087,                0.95095,                0.96023,                0.72601,                0.53492,                0.57466,                0.59282,                0.83382,              0.0097789,              0.0097789,              0.0097789
                     69,                0.88056,                  1.514,                0.85859,                0.96815,                0.93701,                0.94346,                0.98629,                 0.8782,                0.93701,                0.94346,                0.98629,                0.76948,                0.53296,                0.60498,                 0.5636,                  0.838,              0.0097756,              0.0097756,              0.0097756
                     70,                0.87726,                 1.4554,                0.84979,                0.96313,                0.89233,                0.95911,                0.96011,                0.87172,                0.88908,                0.95586,                0.95264,                 0.7298,                0.48777,                0.56721,                 0.6013,                0.83297,              0.0097723,              0.0097723,              0.0097723
                     71,                0.85339,                 1.4675,                  0.835,                0.95788,                0.92333,                0.92949,                0.96075,                0.85414,                 0.9241,                0.92877,                0.95353,                0.74001,                0.52883,                0.61291,                0.64503,                0.84481,               0.009769,               0.009769,               0.009769
                     72,                0.85504,                 1.4647,                0.84193,                0.96028,                0.89901,                0.96646,                0.95721,                0.85904,                0.89824,                0.96274,                0.94801,                0.71029,                0.50309,                 0.5967,                0.59731,                0.83657,              0.0097657,              0.0097657,              0.0097657
                     73,                0.85656,                 1.4919,                0.82935,                0.95501,                0.89901,                0.96169,                0.95474,                0.84062,                0.89566,                0.95628,                0.94857,                0.72922,                0.53802,                0.63075,                0.56717,                0.84293,              0.0097624,              0.0097624,              0.0097624
                     74,                0.83877,                 1.4309,                0.80708,                0.94306,                0.91003,                0.96618,                0.96348,                0.86513,                 0.9078,                0.96329,                0.95611,                0.73126,                0.47987,                0.56656,                 0.5866,                0.83108,              0.0097591,              0.0097591,              0.0097591
                     75,                0.81918,                 1.4254,                0.79726,                0.94314,                0.85208,                0.96819,                0.95359,                0.83649,                0.84707,                0.96318,                0.94619,                0.72391,                0.52884,                0.76321,                0.56549,                0.84345,              0.0097558,              0.0097558,              0.0097558
                     76,                0.82579,                 1.4485,                0.81335,                0.95118,                0.91951,                0.96553,                 0.9607,                0.87113,                0.91251,                0.95652,                0.95801,                0.73994,                0.47706,                0.61439,                0.60368,                0.83616,              0.0097525,              0.0097525,              0.0097525
                     77,                0.81823,                 1.4298,                0.79273,                0.94261,                0.91532,                0.91754,                0.94478,                0.84265,                 0.9138,                0.91388,                0.93734,                 0.7146,                0.50011,                0.57094,                0.60682,                0.83961,              0.0097492,              0.0097492,              0.0097492
                     78,                0.83869,                 1.4659,                 0.8337,                0.95596,                 0.8318,                0.98743,                 0.9608,                0.85279,                0.82556,                0.98118,                0.95734,                0.74059,                0.49732,                0.57536,                0.64215,                0.83093,              0.0097459,              0.0097459,              0.0097459
                     79,                0.83841,                 1.4486,                0.81919,                0.95589,                0.91287,                0.95414,                0.95561,                0.84841,                0.91169,                 0.9481,                0.95216,                0.73953,                0.51804,                0.56589,                0.59117,                0.84335,              0.0097426,              0.0097426,              0.0097426
                     80,                0.80913,                 1.4199,                0.79509,                0.95263,                 0.9225,                 0.9663,                0.96275,                0.85136,                0.92128,                0.96331,                0.95508,                0.72836,                0.49753,                0.59055,                0.55124,                0.83454,              0.0097393,              0.0097393,              0.0097393
                     81,                0.82962,                 1.4039,                0.80925,                0.95619,                0.93438,                0.94962,                0.96339,                 0.8588,                0.93579,                0.94706,                0.95596,                0.75496,                0.50315,                0.58945,                0.56329,                0.84138,               0.009736,               0.009736,               0.009736
                     82,                0.81928,                 1.4444,                0.79761,                0.94215,                0.91866,                 0.9645,                0.95537,                0.84568,                0.92161,                0.95742,                0.94796,                0.70593,                0.49648,                0.62874,                0.59643,                0.83826,              0.0097327,              0.0097327,              0.0097327
                     83,                0.83657,                 1.4676,                0.77723,                0.94601,                0.92898,                   0.92,                 0.9681,                0.86003,                0.93345,                0.91358,                  0.961,                0.73066,                0.50698,                0.64438,                0.57535,                0.83923,              0.0097294,              0.0097294,              0.0097294
                     84,                0.79565,                 1.4194,                0.77248,                0.93772,                0.90926,                0.95758,                0.95739,                0.84562,                0.90862,                 0.9543,                0.95393,                0.72393,                0.50929,                0.56837,                0.53047,                0.83322,              0.0097261,              0.0097261,              0.0097261
                     85,                0.82729,                 1.3721,                0.77887,                 0.9419,                0.91352,                0.96291,                0.95653,                0.85797,                0.91388,                0.95949,                0.95384,                0.73818,                0.51093,                0.57675,                0.60953,                0.83694,              0.0097228,              0.0097228,              0.0097228
                     86,                   0.82,                 1.4322,                0.79186,                0.94174,                0.92327,                0.96364,                0.96976,                0.86467,                0.92307,                0.95725,                0.96384,                0.76058,                0.50491,                0.56499,                0.57548,                0.83224,              0.0097195,              0.0097195,              0.0097195
                     87,                0.81701,                 1.3934,                0.76564,                0.94129,                0.92304,                 0.9603,                0.96089,                0.86259,                0.91823,                0.95549,                0.95352,                0.72169,                0.50436,                0.57978,                0.54336,                0.83194,              0.0097162,              0.0097162,              0.0097162
                     88,                0.78263,                 1.3641,                0.77011,                0.92853,                0.91947,                 0.9657,                0.96349,                0.86807,                0.91793,                0.96126,                0.95609,                0.74436,                0.48082,                0.55118,                0.51394,                0.82513,              0.0097129,              0.0097129,              0.0097129
                     89,                0.78423,                  1.374,                0.77065,                0.93558,                0.92592,                0.97082,                0.96416,                 0.8557,                0.92441,                0.96103,                0.96148,                0.74831,                0.49735,                0.60748,                 0.5358,                0.83536,              0.0097096,              0.0097096,              0.0097096
                     90,                 0.8191,                 1.3805,                0.76547,                0.94224,                0.91314,                0.93459,                0.96934,                0.86274,                0.91314,                0.93459,                0.96773,                0.74519,                0.52024,                 0.5563,                0.63065,                0.84239,              0.0097063,              0.0097063,              0.0097063
                     91,                0.81852,                 1.4328,                0.76219,                0.94493,                0.90765,                0.96239,                0.96668,                0.86423,                0.90765,                0.96239,                0.96668,                0.75999,                0.51317,                0.56471,                0.60336,                 0.8364,               0.009703,               0.009703,               0.009703
                     92,                 0.7914,                 1.3731,                0.76541,                0.93923,                0.91446,                0.97135,                0.96495,                0.85518,                0.91238,                0.96555,                 0.9589,                0.73491,                0.52302,                0.62693,                0.55007,                0.83281,              0.0096997,              0.0096997,              0.0096997
                     93,                0.81184,                 1.3862,                 0.7648,                0.94544,                0.92849,                 0.9696,                0.95603,                0.84738,                0.92896,                0.96656,                  0.952,                0.69992,                0.48973,                0.57534,                0.58296,                0.83541,              0.0096964,              0.0096964,              0.0096964
                     94,                0.79909,                 1.3699,                0.75403,                  0.935,                 0.9359,                 0.9522,                0.96406,                0.86361,                0.93368,                0.94998,                0.95779,                0.72239,                0.48177,                0.56025,                0.55577,                0.82916,              0.0096931,              0.0096931,              0.0096931
                     95,                0.79099,                 1.3691,                0.76249,                0.93809,                 0.9019,                0.95915,                0.96384,                0.86557,                0.89795,                0.95476,                0.95847,                0.74246,                0.50655,                0.55897,                0.58192,                0.83355,              0.0096898,              0.0096898,              0.0096898
                     96,                0.79175,                 1.3538,                0.74403,                0.92887,                0.89367,                0.96338,                0.95971,                0.85709,                0.89318,                 0.9629,                0.95254,                0.73035,                0.49708,                0.55576,                0.57531,                 0.8363,              0.0096865,              0.0096865,              0.0096865
                     97,                0.77235,                 1.3563,                 0.7342,                0.93247,                0.90916,                0.97676,                0.96427,                0.86291,                0.89808,                0.96932,                0.95292,                0.74594,                0.47913,                 0.5516,                0.56459,                0.83051,              0.0096832,              0.0096832,              0.0096832
                     98,                0.80617,                  1.369,                0.72877,                0.93158,                0.87702,                0.98224,                0.96752,                 0.8708,                0.86911,                0.97417,                0.96042,                0.73185,                0.47716,                 0.5476,                0.58441,                0.83018,              0.0096799,              0.0096799,              0.0096799
                     99,                0.77213,                  1.326,                0.72935,                0.93244,                0.92534,                0.95391,                 0.9618,                0.85734,                0.92853,                0.95082,                0.95544,                0.72724,                0.51435,                 0.5811,                0.56341,                0.83175,              0.0096766,              0.0096766,              0.0096766
                    100,                0.78815,                 1.3277,                0.72935,                0.92377,                0.90093,                0.97621,                0.96073,                0.86166,                0.89943,                0.97008,                0.95457,                0.73714,                0.47873,                0.57983,                0.50593,                0.82931,              0.0096733,              0.0096733,              0.0096733
                    101,                0.78588,                 1.3441,                0.72728,                0.92976,                0.86457,                0.96127,                0.97403,                0.86952,                0.92906,                  0.925,                0.96955,                  0.765,                0.49679,                0.55639,                0.55096,                0.83051,                0.00967,                0.00967,                0.00967
                    102,                0.77857,                 1.3239,                0.73038,                0.92282,                0.89378,                0.96561,                0.95526,                0.85932,                 0.8873,                0.95913,                 0.9507,                0.73494,                0.49427,                 0.5464,                0.59733,                0.83287,              0.0096667,              0.0096667,              0.0096667
                    103,                0.77916,                 1.3684,                0.73634,                0.92685,                0.93429,                0.95441,                0.96341,                0.87148,                0.93429,                0.95441,                0.95618,                0.72135,                0.47736,                0.54933,                0.52487,                0.83148,              0.0096634,              0.0096634,              0.0096634
                    104,                0.78796,                 1.3293,                0.71887,                0.92932,                0.94003,                0.93032,                0.96752,                0.86502,                0.94003,                0.93032,                0.96194,                 0.7362,                0.47007,                  0.552,                0.53159,                0.82987,              0.0096601,              0.0096601,              0.0096601
                    105,                0.77882,                 1.2741,                0.73322,                0.91785,                0.91108,                0.96689,                0.95848,                0.86117,                0.90569,                0.96151,                0.95116,                0.73874,                0.46345,                0.53093,                0.59385,                0.82916,              0.0096568,              0.0096568,              0.0096568
                    106,                0.76548,                 1.3276,                0.71432,                0.91717,                0.92625,                0.91946,                0.96589,                0.87131,                0.92712,                0.91724,                0.95879,                0.74899,                0.44345,                0.55474,                0.54389,                0.82179,              0.0096535,              0.0096535,              0.0096535
                    107,                0.74492,                 1.2751,                0.71735,                 0.9276,                0.89229,                0.98217,                0.96296,                0.85603,                0.88649,                0.97636,                0.95699,                0.74497,                0.48089,                0.54471,                0.52187,                 0.8307,              0.0096502,              0.0096502,              0.0096502
                    108,                0.76732,                 1.3375,                0.74566,                0.92663,                0.90243,                0.98279,                0.96752,                0.86466,                0.89448,                0.97472,                0.96005,                 0.7484,                0.47427,                0.54783,                0.56458,                0.82901,              0.0096469,              0.0096469,              0.0096469
                    109,                0.78361,                 1.3404,                0.74165,                0.92923,                0.93323,                0.95356,                0.95554,                0.85819,                0.93211,                0.94899,                 0.9507,                0.72347,                0.46793,                0.56783,                0.56012,                0.82486,              0.0096436,              0.0096436,              0.0096436
