                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     37,                0.72564,                 1.3363,                0.46459,                0.88624,                0.98303,                0.95908,                0.98223,                0.89373,                0.95764,                0.93435,                0.94716,                0.72584,                0.41499,                0.77714,                0.28988,                0.80383,              0.0098812,              0.0098812,              0.0098812
                     38,                0.72515,                 1.3269,                0.46259,                0.88378,                0.99009,                0.95871,                0.98208,                0.89475,                0.96346,                0.92902,                0.94594,                0.72169,                0.40062,                  0.767,                0.28238,                0.80199,              0.0098779,              0.0098779,              0.0098779
                     39,                0.71626,                 1.3108,                0.45532,                 0.8799,                0.97432,                0.96932,                 0.9814,                0.90165,                0.96509,                0.92583,                0.94712,                0.72081,                 0.3974,                0.77313,                0.27976,                0.80066,              0.0098746,              0.0098746,              0.0098746
                     40,                0.71949,                 1.3076,                0.45459,                 0.8835,                0.97593,                  0.971,                0.98611,                0.90043,                0.96919,                0.93188,                 0.9474,                 0.7216,                0.39827,                0.75651,                0.27536,                0.80152,              0.0098713,              0.0098713,              0.0098713
                     41,                0.70948,                 1.2911,                0.45113,                0.87839,                 0.9883,                0.95394,                0.98171,                0.89545,                0.96902,                0.92344,                0.94358,                0.72144,                0.39788,                0.78278,                0.27831,                0.79963,               0.009868,               0.009868,               0.009868
                     42,                0.71006,                 1.3118,                0.45482,                0.88053,                0.97677,                0.97366,                0.98306,                0.89695,                0.95854,                0.92601,                  0.943,                0.72334,                0.39341,                0.76835,                0.27633,                0.79978,              0.0098647,              0.0098647,              0.0098647
                     43,                0.70609,                 1.2958,                0.44883,                0.87938,                0.98174,                0.96841,                0.98458,                0.89913,                0.96159,                0.92327,                0.94527,                0.71636,                0.39081,                0.75792,                0.26988,                0.79959,              0.0098614,              0.0098614,              0.0098614
                     44,                0.70331,                 1.3003,                0.44511,                0.87786,                0.98095,                0.96783,                0.98203,                0.90029,                0.95856,                0.92826,                0.93919,                0.71957,                0.38784,                0.76929,                0.27047,                0.79942,              0.0098581,              0.0098581,              0.0098581
                     45,                0.70592,                 1.3021,                0.44614,                0.87492,                0.98011,                0.97369,                0.98582,                0.90101,                0.95815,                0.93127,                0.94548,                0.72511,                0.38931,                0.75995,                0.26606,                0.79989,              0.0098548,              0.0098548,              0.0098548
                     46,                0.70585,                 1.3124,                0.44633,                0.88249,                 0.9846,                0.96147,                0.98421,                0.90556,                0.96519,                0.92526,                0.94803,                0.73022,                0.38348,                0.78072,                 0.2676,                 0.7991,              0.0098515,              0.0098515,              0.0098515
                     47,                0.69259,                 1.2679,                0.43656,                0.87295,                0.98461,                0.97391,                0.98554,                0.90335,                0.94616,                0.93536,                0.94314,                0.72658,                0.38748,                0.76644,                0.26938,                0.79896,              0.0098482,              0.0098482,              0.0098482
                     48,                0.69217,                 1.2819,                0.43735,                0.87623,                0.98295,                0.97245,                0.98607,                0.90792,                0.95677,                0.93672,                0.94703,                0.72784,                0.38007,                0.74278,                0.25824,                0.79851,              0.0098449,              0.0098449,              0.0098449
                     49,                0.69159,                 1.2685,                0.43493,                0.87534,                0.98875,                0.96791,                0.98693,                 0.9063,                0.95641,                0.93823,                0.94546,                0.73022,                0.37897,                0.75266,                0.25582,                0.79743,              0.0098416,              0.0098416,              0.0098416
                     50,                0.68589,                 1.2468,                 0.4371,                0.87083,                0.97871,                0.97744,                0.98681,                   0.91,                0.95594,                0.94559,                0.95381,                0.73241,                0.37523,                0.74164,                 0.2522,                 0.7965,              0.0098383,              0.0098383,              0.0098383
                     51,                0.69056,                 1.2662,                0.43607,                0.87401,                0.98585,                 0.9689,                0.98673,                0.91051,                0.95015,                0.93299,                0.94598,                0.73842,                0.37183,                0.74432,                0.25554,                 0.7951,               0.009835,               0.009835,               0.009835
                     52,                0.68533,                 1.2598,                0.43558,                0.87349,                0.98412,                0.96966,                0.98745,                0.90886,                0.95687,                0.94043,                 0.9509,                0.73362,                0.37582,                0.74207,                0.25282,                0.79628,              0.0098317,              0.0098317,              0.0098317
                     53,                0.68427,                 1.2577,                0.42992,                0.86943,                 0.9833,                0.96844,                0.98801,                 0.9069,                0.95352,                0.93434,                0.94787,                0.73182,                0.37971,                0.73873,                0.25546,                0.79532,              0.0098284,              0.0098284,              0.0098284
                     54,                0.67669,                 1.2502,                0.42583,                 0.8689,                0.98134,                0.97616,                0.98757,                0.90982,                0.95598,                0.92761,                0.94462,                0.73114,                0.37048,                0.72858,                0.25051,                0.79361,              0.0098251,              0.0098251,              0.0098251
                     55,                0.68043,                 1.2544,                0.43275,                0.86995,                0.97809,                0.97672,                 0.9876,                0.91053,                0.96067,                0.94687,                0.95631,                0.73483,                0.36918,                0.70854,                0.24835,                0.79433,              0.0098218,              0.0098218,              0.0098218
                     56,                0.67147,                 1.2499,                0.42574,                0.87027,                0.98415,                0.97395,                0.98667,                0.91086,                0.96286,                0.94319,                0.95262,                 0.7301,                0.36357,                0.71619,                0.24477,                0.79236,              0.0098185,              0.0098185,              0.0098185
                     57,                0.66966,                  1.248,                0.42459,                0.86734,                0.98628,                0.97268,                0.98647,                0.91108,                0.96147,                0.94188,                0.95114,                0.73894,                0.36487,                0.70861,                0.24446,                0.79199,              0.0098152,              0.0098152,              0.0098152
                     58,                0.66997,                 1.2249,                0.42303,                0.86483,                0.98127,                0.97773,                0.98722,                0.91068,                0.96042,                 0.9397,                0.95254,                0.74222,                0.36263,                0.71149,                0.24069,                0.79198,              0.0098119,              0.0098119,              0.0098119
                     59,                0.66828,                 1.2546,                0.42514,                0.86705,                0.98181,                0.98072,                0.98731,                0.91157,                0.96573,                0.93733,                0.95078,                 0.7329,                0.36387,                 0.7355,                0.24129,                0.79267,              0.0098086,              0.0098086,              0.0098086
                     60,                0.66624,                 1.2404,                 0.4219,                0.86517,                0.98184,                 0.9832,                0.98679,                0.91297,                0.96386,                  0.931,                0.94674,                0.73391,                0.36277,                0.71055,                0.23636,                0.79196,              0.0098053,              0.0098053,              0.0098053
                     61,                0.67196,                 1.2399,                0.42066,                0.87138,                0.98704,                0.97135,                0.98707,                0.91246,                0.96183,                0.94092,                0.95033,                0.73731,                 0.3624,                0.70258,                0.23862,                0.79234,               0.009802,               0.009802,               0.009802
                     62,                 0.6652,                 1.2171,                 0.4199,                0.86771,                0.98356,                0.97335,                0.98673,                0.91289,                0.95825,                0.92973,                0.94562,                0.73292,                0.36319,                0.68299,                0.23848,                0.79242,              0.0097987,              0.0097987,              0.0097987
                     63,                0.66602,                 1.2248,                 0.4154,                0.86506,                0.98743,                0.97144,                0.98663,                0.91368,                0.96487,                0.93159,                0.95206,                0.74006,                0.35438,                0.68999,                0.23452,                0.79168,              0.0097954,              0.0097954,              0.0097954
                     64,                0.66807,                 1.2355,                0.41822,                 0.8645,                0.98902,                0.96902,                 0.9868,                0.91349,                0.95931,                0.93913,                0.95031,                0.73571,                0.35585,                0.69938,                0.23606,                0.79199,              0.0097921,              0.0097921,              0.0097921
                     65,                0.66754,                 1.2242,                0.41549,                0.86202,                0.98111,                0.97546,                 0.9864,                0.91315,                0.96141,                0.92881,                0.94652,                0.74093,                0.35473,                0.71194,                 0.2362,                  0.791,              0.0097888,              0.0097888,              0.0097888
                     66,                0.66045,                 1.2154,                0.41151,                 0.8657,                0.97826,                  0.976,                 0.9859,                0.91454,                0.95963,                0.93467,                0.95021,                0.74589,                0.35273,                0.74295,                0.23835,                0.79084,              0.0097855,              0.0097855,              0.0097855
                     67,                0.65524,                 1.1995,                0.41218,                0.86279,                 0.9824,                0.97805,                0.98753,                0.91663,                0.94714,                0.94481,                0.95048,                0.74538,                0.35469,                0.72591,                0.23331,                0.78957,              0.0097822,              0.0097822,              0.0097822
                     68,                0.65499,                 1.2076,                0.41109,                0.86264,                 0.9859,                0.97201,                0.98711,                0.91816,                0.96095,                0.92862,                0.94935,                0.74156,                0.35127,                0.71497,                0.23013,                 0.7899,              0.0097789,              0.0097789,              0.0097789
                     69,                0.64663,                 1.1922,                0.40704,                0.86049,                0.98232,                0.97715,                0.98762,                0.91835,                0.95035,                0.94007,                  0.949,                0.74522,                0.34661,                0.70653,                 0.2262,                0.78964,              0.0097756,              0.0097756,              0.0097756
                     70,                0.65035,                 1.2014,                0.40769,                0.86213,                0.98061,                0.97886,                0.98864,                0.91798,                0.95309,                0.93099,                0.94893,                0.74434,                0.34664,                0.70478,                0.22707,                 0.7892,              0.0097723,              0.0097723,              0.0097723
                     71,                0.64659,                  1.194,                0.41052,                0.85825,                0.98118,                0.97669,                0.98816,                0.91932,                 0.9584,                0.93971,                 0.9537,                0.75081,                0.34586,                0.71343,                0.22876,                0.78851,               0.009769,               0.009769,               0.009769
                     72,                0.65638,                 1.2076,                 0.4095,                0.86098,                  0.985,                0.97526,                0.98765,                0.91894,                 0.9591,                0.94103,                0.95219,                0.75123,                0.34374,                0.71063,                0.22691,                0.78805,              0.0097657,              0.0097657,              0.0097657
                     73,                0.64501,                 1.1827,                 0.4044,                0.86285,                0.98493,                0.97435,                0.98839,                0.91921,                0.95527,                0.94199,                0.94966,                0.74707,                0.34697,                 0.6675,                0.22326,                0.78922,              0.0097624,              0.0097624,              0.0097624
                     74,                0.65332,                 1.2103,                0.40617,                0.85917,                0.98674,                0.97306,                0.98759,                 0.9198,                0.95162,                 0.9365,                0.94527,                 0.7465,                0.34414,                 0.6918,                0.22615,                 0.7887,              0.0097591,              0.0097591,              0.0097591
                     75,                0.64013,                 1.1665,                0.40089,                0.85658,                0.98634,                0.97455,                0.98759,                0.91962,                0.95531,                0.93676,                0.94429,                0.74236,                0.34209,                0.69474,                0.22484,                0.78853,              0.0097558,              0.0097558,              0.0097558
                     76,                0.64469,                 1.1943,                0.40314,                 0.8591,                0.98628,                0.97462,                 0.9871,                 0.9211,                0.95334,                0.93252,                0.94245,                0.74257,                0.34255,                 0.6996,                0.22254,                0.78874,              0.0097525,              0.0097525,              0.0097525
                     77,                0.63773,                 1.1692,                0.39557,                0.85326,                0.98391,                0.97759,                 0.9878,                0.92224,                0.95747,                0.92662,                0.94064,                0.74473,                0.34228,                0.70473,                0.22112,                0.78848,              0.0097492,              0.0097492,              0.0097492
                     78,                0.63219,                 1.1613,                0.40079,                0.85128,                0.98271,                0.97876,                0.98785,                0.92029,                 0.9548,                 0.9362,                0.94661,                0.74636,                 0.3419,                 0.7026,                0.22282,                0.78782,              0.0097459,              0.0097459,              0.0097459
                     79,                0.64282,                 1.1808,                 0.4026,                0.85696,                0.98354,                0.97483,                0.98783,                0.92045,                0.95327,                 0.9294,                0.94238,                0.74613,                0.34155,                0.69394,                0.22527,                0.78817,              0.0097426,              0.0097426,              0.0097426
                     80,                0.64651,                 1.1769,                0.40526,                0.86106,                0.98392,                0.97483,                0.98728,                0.91937,                0.94976,                0.93889,                0.94614,                0.74732,                0.34085,                0.69162,                0.22323,                0.78747,              0.0097393,              0.0097393,              0.0097393
                     81,                0.63654,                 1.1659,                0.40078,                0.85422,                0.97791,                 0.9784,                0.98757,                0.91359,                  0.956,                0.92575,                0.94742,                0.74242,                0.36123,                0.73359,                0.22605,                0.79056,               0.009736,               0.009736,               0.009736
                     82,                0.63438,                 1.1684,                0.39704,                0.85891,                0.97782,                0.97685,                0.98733,                0.90313,                0.96097,                0.92631,                0.95013,                0.73459,                0.39264,                0.81175,                0.23504,                0.79482,              0.0097327,              0.0097327,              0.0097327
                     83,                 0.6335,                 1.1502,                0.39705,                0.85468,                0.98074,                0.97515,                0.98757,                0.91227,                0.95642,                0.93669,                0.95328,                0.74278,                 0.3683,                0.75259,                0.22762,                0.79144,              0.0097294,              0.0097294,              0.0097294
                     84,                0.63305,                 1.1651,                0.39717,                0.85459,                0.97977,                 0.9789,                 0.9876,                0.91718,                0.95084,                0.93411,                0.94955,                0.74479,                 0.3521,                0.71934,                0.22413,                0.78905,              0.0097261,              0.0097261,              0.0097261
                     85,                0.63289,                  1.159,                0.39299,                0.85475,                0.98131,                0.97834,                0.98806,                0.92045,                0.95209,                0.93287,                 0.9504,                0.74392,                0.34736,                0.72339,                0.21803,                0.78781,              0.0097228,              0.0097228,              0.0097228
                     86,                0.63649,                 1.1798,                0.39539,                0.85541,                0.97848,                0.96702,                0.98586,                0.87135,                0.93288,                0.91732,                0.93031,                 0.6857,                0.49738,                 1.0121,                0.25931,                 0.8111,              0.0097195,              0.0097195,              0.0097195
                     87,                0.62591,                 1.1544,                0.39141,                0.85332,                0.98171,                0.97689,                0.98795,                0.90988,                0.95245,                0.93794,                0.95354,                0.73794,                0.37338,                0.77392,                0.22702,                0.79119,              0.0097162,              0.0097162,              0.0097162
                     88,                 0.6283,                  1.148,                0.39336,                0.85357,                0.98262,                0.97883,                0.98788,                0.92021,                0.94904,                0.94733,                0.95405,                0.74899,                0.34722,                0.71724,                0.21883,                0.78751,              0.0097129,              0.0097129,              0.0097129
                     89,                0.62873,                 1.1391,                0.39122,                0.85457,                0.98473,                0.97821,                0.98831,                 0.9215,                0.95218,                0.94394,                0.95332,                0.74994,                0.34012,                0.70862,                0.21631,                0.78629,              0.0097096,              0.0097096,              0.0097096
                     90,                0.62075,                 1.1453,                0.38911,                0.85185,                0.98481,                0.97691,                 0.9892,                0.92267,                0.95267,                0.94314,                0.95162,                0.75252,                0.33758,                0.70096,                0.21398,                0.78606,              0.0097063,              0.0097063,              0.0097063
                     91,                0.62385,                  1.142,                0.39219,                 0.8533,                0.98446,                0.97748,                0.98952,                0.92277,                0.95367,                0.94228,                0.95093,                0.74838,                0.33622,                0.69629,                0.21233,                 0.7855,               0.009703,               0.009703,               0.009703
                     92,                 0.6223,                 1.1406,                0.39097,                0.85264,                0.98358,                0.97839,                0.98999,                0.92259,                0.95221,                 0.9459,                0.95295,                0.74887,                0.33417,                0.69803,                0.21171,                0.78497,              0.0096997,              0.0096997,              0.0096997
                     93,                0.62086,                 1.1442,                0.38832,                0.85019,                0.98351,                0.97914,                0.99009,                0.92231,                 0.9535,                 0.9443,                0.95236,                0.74853,                0.33438,                0.69957,                 0.2107,                0.78512,              0.0096964,              0.0096964,              0.0096964
