                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     14,                 1.1904,                  2.026,                 1.2081,                 1.1598,                0.86995,                0.93769,                 0.9575,                0.77311,                0.86995,                0.93769,                 0.9575,                0.70484,                0.79655,                0.96252,                 0.7597,                0.95913,              0.0099571,              0.0099571,              0.0099571
                     15,                 1.1689,                 1.9674,                 1.1721,                 1.1368,                0.84626,                0.94556,                 0.9508,                0.71623,                0.83579,                0.92571,                0.93454,                0.59613,                0.89222,                 1.4862,                 0.7738,                 1.0025,              0.0099538,              0.0099538,              0.0099538
                     16,                 1.1011,                 1.8422,                 1.1196,                 1.1205,                0.90232,                0.97581,                 0.9613,                0.78981,                0.90232,                0.97581,                0.95521,                0.71489,                0.74035,                 0.6621,                0.69325,                0.92897,              0.0099505,              0.0099505,              0.0099505
                     17,                 1.1282,                 1.9153,                 1.0984,                 1.1223,                0.92244,                0.94428,                0.96941,                0.80514,                0.92354,                0.94215,                0.96222,                0.70764,                0.68356,                0.74901,                0.61355,                0.90572,              0.0099472,              0.0099472,              0.0099472
                     18,                 1.1112,                 1.8997,                 1.0742,                 1.1124,                0.90134,                0.95059,                0.96425,                0.80536,                0.90134,                0.95059,                0.95981,                 0.6927,                0.67468,                0.70351,                0.76662,                0.91531,              0.0099439,              0.0099439,              0.0099439
                     19,                  1.115,                 1.8987,                 1.0587,                 1.1058,                0.91548,                0.92708,                0.95682,                0.80053,                0.91271,                0.92193,                0.95037,                 0.7043,                0.63582,                0.69311,                0.62836,                 0.9069,              0.0099406,              0.0099406,              0.0099406
                     20,                 1.0831,                 1.9045,                 1.0686,                 1.1061,                0.88267,                0.93289,                 0.9509,                0.80444,                0.88022,                0.93044,                0.94321,                0.75709,                0.64308,                0.69815,                0.64055,                0.90449,              0.0099373,              0.0099373,              0.0099373
                     21,                 1.0755,                 1.8156,                 1.0543,                 1.0928,                0.87618,                 0.9442,                0.94513,                0.80351,                0.86843,                0.93613,                0.94244,                0.69061,                0.66903,                0.69419,                0.67038,                0.91291,               0.009934,               0.009934,               0.009934
                     22,                 1.0664,                 1.8179,                 1.0413,                 1.0976,                0.90334,                 0.9504,                0.96466,                0.79055,                0.89536,                0.94233,                0.95688,                  0.723,                0.70414,                0.69555,                0.65384,                0.92608,              0.0099307,              0.0099307,              0.0099307
                     23,                 1.0174,                 1.7406,                 1.0247,                 1.0678,                0.89434,                 0.9428,                0.95513,                0.81384,                0.89434,                 0.9428,                0.95513,                0.68744,                0.62375,                0.71226,                0.58586,                0.91193,              0.0099274,              0.0099274,              0.0099274
                     24,                 1.0322,                 1.7819,                0.98701,                 1.0866,                0.90327,                0.94379,                0.96593,                0.83764,                0.89554,                0.93573,                0.96324,                0.73927,                0.54441,                0.63549,                0.62043,                0.87621,              0.0099241,              0.0099241,              0.0099241
                     25,                 1.0187,                 1.7325,                0.99652,                 1.0803,                0.90832,                0.91689,                0.95626,                0.79115,                0.90042,                0.90904,                0.94967,                0.69844,                0.69758,                0.66414,                0.67522,                0.91404,              0.0099208,              0.0099208,              0.0099208
                     26,                 1.0195,                 1.7535,                0.94736,                 1.0714,                0.87195,                0.93105,                0.95204,                0.77987,                0.92573,                0.90909,                0.94725,                0.65536,                0.66032,                0.75521,                0.64034,                0.90614,              0.0099175,              0.0099175,              0.0099175
                     27,                 0.9871,                  1.681,                 0.9223,                 1.0533,                0.88339,                0.94636,                0.96511,                0.81679,                0.88368,                0.94614,                0.95747,                0.72343,                0.65904,                0.62375,                0.62471,                 0.9082,              0.0099142,              0.0099142,              0.0099142
                     28,                 1.0142,                 1.7835,                 0.9518,                 1.0696,                0.89822,                0.95198,                 0.9533,                0.81088,                0.89548,                 0.9442,                 0.9457,                0.72973,                0.64026,                0.68876,                0.62394,                0.90364,              0.0099109,              0.0099109,              0.0099109
                     29,                 1.0104,                 1.7781,                0.89773,                 1.0599,                0.91527,                0.92339,                0.95792,                0.79569,                0.91404,                0.92167,                0.95279,                0.65526,                0.70689,                 1.3029,                0.63253,                0.93569,              0.0099076,              0.0099076,              0.0099076
                     30,                0.98867,                  1.711,                0.94251,                 1.0488,                0.89955,                0.96433,                 0.9607,                0.82465,                0.89717,                0.96072,                0.95433,                0.70968,                0.59685,                0.63234,                0.60436,                0.89267,              0.0099043,              0.0099043,              0.0099043
                     31,                0.97397,                 1.6497,                0.89897,                 1.0444,                0.91341,                0.96843,                0.95788,                0.81492,                0.90387,                0.95512,                 0.9459,                0.71348,                0.58542,                0.68043,                0.54932,                0.88954,               0.009901,               0.009901,               0.009901
                     32,                0.95135,                 1.6007,                0.88945,                 1.0419,                0.91617,                0.95318,                0.96466,                0.82523,                0.90833,                 0.9389,                 0.9525,                0.70268,                0.57133,                0.70975,                0.62973,                 0.8836,              0.0098977,              0.0098977,              0.0098977
                     33,                0.96245,                 1.6915,                0.87584,                 1.0415,                0.89723,                0.96045,                0.96635,                0.82158,                0.89567,                0.95426,                0.95864,                0.69391,                 0.6422,                0.70808,                0.61849,                0.91103,              0.0098944,              0.0098944,              0.0098944
                     34,                0.94075,                 1.6339,                0.88955,                 1.0475,                0.92266,                0.96453,                0.96567,                0.83135,                0.92212,                0.96232,                0.95815,                0.70852,                0.57783,                0.66414,                0.59702,                0.88026,              0.0098911,              0.0098911,              0.0098911
                     35,                0.96877,                  1.636,                0.89682,                  1.052,                 0.9243,                0.95277,                0.97097,                0.83939,                0.92475,                0.95134,                0.96828,                0.71955,                0.58181,                0.66139,                  0.583,                0.88805,              0.0098878,              0.0098878,              0.0098878
                     36,                0.91723,                 1.6267,                 0.8607,                 1.0298,                0.91669,                0.95732,                0.95361,                0.82267,                0.92296,                0.94561,                0.94708,                0.70681,                0.58615,                0.67742,                0.62292,                0.88093,              0.0098845,              0.0098845,              0.0098845
                     37,                0.96926,                  1.705,                0.84865,                 1.0389,                0.92629,                  0.962,                0.96698,                0.83337,                0.92629,                  0.962,                0.96498,                0.71994,                0.52476,                0.62896,                0.56374,                0.86801,              0.0098812,              0.0098812,              0.0098812
                     38,                 0.9242,                 1.5773,                0.83029,                 1.0241,                0.92419,                0.97479,                0.97093,                0.85114,                0.92326,                0.97047,                0.96328,                0.70599,                0.54513,                0.60809,                0.55764,                0.87043,              0.0098779,              0.0098779,              0.0098779
                     39,                0.90386,                 1.5341,                0.85675,                 1.0267,                0.88862,                0.96049,                 0.9541,                0.81769,                0.88862,                0.96049,                  0.953,                0.72722,                0.54231,                0.58356,                0.55098,                0.87845,              0.0098746,              0.0098746,              0.0098746
                     40,                0.93045,                 1.6313,                0.86116,                 1.0452,                0.92588,                0.97119,                0.96605,                 0.8438,                0.92541,                0.96981,                0.95864,                0.71201,                0.55892,                0.65124,                0.51819,                0.88041,              0.0098713,              0.0098713,              0.0098713
                     41,                0.90449,                 1.5501,                0.81396,                 1.0065,                0.90967,                0.97321,                0.95781,                0.83716,                0.90967,                0.97321,                0.95317,                0.72795,                0.54336,                0.63384,                0.57345,                0.87092,               0.009868,               0.009868,               0.009868
                     42,                0.90985,                 1.5639,                0.81475,                  1.014,                0.92425,                0.95632,                0.97097,                0.82937,                0.92425,                0.95632,                0.97097,                0.73115,                 0.5869,                0.63529,                0.54353,                0.88552,              0.0098647,              0.0098647,              0.0098647
                     43,                0.92017,                 1.5958,                0.80293,                 1.0223,                0.92746,                0.94731,                0.98223,                0.84536,                0.92573,                0.94497,                0.97664,                0.72651,                0.62131,                0.89059,                0.56055,                0.89263,              0.0098614,              0.0098614,              0.0098614
                     44,                0.91437,                 1.5709,                0.82988,                 1.0117,                0.92823,                0.96065,                0.96484,                0.85332,                0.92823,                0.96065,                0.96484,                 0.7076,                0.53455,                0.61763,                0.55196,                0.86387,              0.0098581,              0.0098581,              0.0098581
                     45,                0.87956,                 1.5306,                0.77947,                 1.0032,                  0.906,                0.95753,                0.95545,                0.79419,                0.89513,                0.94666,                0.95222,                0.66487,                0.62321,                 1.0151,                0.58618,                0.90189,              0.0098548,              0.0098548,              0.0098548
                     46,                0.89892,                 1.5549,                0.77695,                 1.0152,                0.92543,                0.95952,                0.96562,                0.84249,                0.92487,                0.95657,                 0.9581,                0.71896,                  0.535,                0.63739,                0.52625,                0.86747,              0.0098515,              0.0098515,              0.0098515
                     47,                0.88342,                 1.5186,                0.79145,                 1.0058,                0.92484,                 0.9626,                0.97827,                 0.8629,                0.92147,                0.95032,                0.96909,                0.72813,                0.53859,                 0.6582,                0.57186,                0.87141,              0.0098482,              0.0098482,              0.0098482
                     48,                0.89061,                 1.5454,                0.77139,                  1.008,                0.92134,                0.97086,                0.97785,                0.84698,                 0.9163,                0.96376,                0.97132,                0.71905,                0.55288,                0.66452,                0.62932,                0.86888,              0.0098449,              0.0098449,              0.0098449
                     49,                0.86859,                 1.4807,                0.79327,                 1.0086,                0.92644,                0.94941,                0.95681,                0.83899,                0.92727,                0.94809,                0.94938,                0.68722,                0.52117,                0.60122,                0.52373,                0.86572,              0.0098416,              0.0098416,              0.0098416
                     50,                0.86698,                 1.4913,                0.76465,                0.99139,                0.88001,                0.97317,                0.95821,                0.82852,                0.87925,                 0.9724,                0.95077,                0.72169,                0.53017,                0.58891,                0.56231,                0.88063,              0.0098383,              0.0098383,              0.0098383
                     51,                0.84963,                 1.4569,                 0.7601,                 1.0001,                0.89984,                0.96069,                0.96536,                0.84798,                0.88267,                0.94303,                0.94864,                0.69182,                0.51046,                0.63729,                0.53607,                0.86307,               0.009835,               0.009835,               0.009835
                     52,                0.84663,                 1.4406,                0.74535,                0.99691,                0.87996,                0.97835,                0.96586,                0.84071,                0.87227,                0.97028,                 0.9582,                0.71889,                0.54501,                0.59443,                0.50701,                0.86969,              0.0098317,              0.0098317,              0.0098317
                     53,                0.85075,                 1.4506,                0.74266,                0.99022,                0.87999,                0.97898,                0.96319,                0.84262,                0.87599,                0.97497,                0.95575,                0.71609,                0.54148,                 0.5819,                0.51288,                0.87417,              0.0098284,              0.0098284,              0.0098284
                     54,                0.85356,                 1.4796,                0.73744,                 1.0008,                0.91496,                0.96618,                0.96101,                0.83595,                0.91583,                0.96456,                0.95384,                0.71146,                 0.5315,                0.60581,                0.55384,                0.86738,              0.0098251,              0.0098251,              0.0098251
                     55,                0.85069,                 1.4274,                0.74068,                0.99419,                0.92531,                0.96602,                0.96296,                0.84104,                0.92519,                 0.9644,                0.95538,                0.72977,                0.52048,                0.60773,                0.59493,                0.86451,              0.0098218,              0.0098218,              0.0098218
                     56,                0.85729,                 1.4337,                0.72778,                0.99948,                0.92002,                0.94968,                0.97521,                0.86844,                0.92002,                0.94968,                0.97069,                0.74367,                0.51994,                0.57521,                0.58523,                0.86387,              0.0098185,              0.0098185,              0.0098185
                     57,                0.82736,                 1.4256,                0.74205,                0.99229,                0.89776,                 0.9577,                0.94831,                0.84115,                0.89776,                 0.9577,                 0.9433,                 0.7124,                0.50323,                0.57587,                0.51433,                0.85963,              0.0098152,              0.0098152,              0.0098152
                     58,                0.82365,                 1.3921,                0.71486,                0.97671,                0.89515,                0.96243,                 0.9873,                0.86644,                0.89515,                0.96243,                 0.9873,                0.72937,                 0.4938,                0.57887,                0.52172,                0.85566,              0.0098119,              0.0098119,              0.0098119
                     59,                0.79918,                 1.3532,                 0.7112,                0.97582,                0.93081,                0.96865,                0.96348,                0.85326,                0.93208,                0.96578,                0.94814,                0.72223,                0.46878,                0.57155,                0.47704,                 0.8516,              0.0098086,              0.0098086,              0.0098086
                     60,                0.82629,                 1.4065,                 0.7207,                0.97778,                0.90686,                0.96902,                0.98382,                0.86058,                0.90351,                0.96097,                0.96848,                0.73614,                0.52283,                0.59259,                0.54295,                0.87466,              0.0098053,              0.0098053,              0.0098053
                     61,                0.83532,                 1.4578,                0.70052,                0.98284,                0.91361,                 0.9644,                0.98089,                0.86016,                0.90571,                0.95634,                0.97473,                0.74273,                0.52417,                0.64708,                 0.4843,                0.86603,               0.009802,               0.009802,               0.009802
                     62,                0.80322,                 1.3658,                0.70522,                0.95939,                0.91972,                0.97206,                0.96427,                0.85083,                0.91919,                0.96233,                0.95979,                0.73266,                0.49635,                0.57945,                0.54327,                0.86064,              0.0097987,              0.0097987,              0.0097987
                     63,                0.81017,                 1.3589,                0.71173,                0.97449,                0.93463,                0.98111,                0.96642,                 0.8624,                0.93371,                0.95541,                0.95992,                0.74035,                0.52091,                0.60469,                0.48505,                 0.8617,              0.0097954,              0.0097954,              0.0097954
                     64,                0.80982,                  1.376,                0.69425,                0.97499,                0.91675,                0.96503,                0.96827,                0.85936,                0.90936,                0.95639,                0.96086,                 0.7148,                 0.4898,                0.56797,                 0.5156,                0.85635,              0.0097921,              0.0097921,              0.0097921
                     65,                0.82181,                 1.4136,                0.72353,                0.98562,                0.93161,                0.97345,                0.96498,                0.85454,                  0.924,                0.96075,                0.95483,                 0.7197,                0.49717,                 0.5707,                0.53219,                0.86105,              0.0097888,              0.0097888,              0.0097888
                     66,                0.80207,                 1.4127,                0.67907,                  0.969,                0.92922,                0.97404,                0.97021,                0.86851,                0.92447,                0.96772,                0.95135,                0.72886,                0.49362,                0.58307,                0.47854,                0.85542,              0.0097855,              0.0097855,              0.0097855
                     67,                0.79516,                 1.3677,                0.69079,                0.96841,                0.92235,                0.96026,                0.98089,                0.86118,                0.92235,                0.96026,                0.98089,                0.74009,                0.51383,                0.61079,                0.50676,                0.86381,              0.0097822,              0.0097822,              0.0097822
                     68,                0.79438,                 1.3416,                0.71106,                0.96493,                0.93566,                0.97244,                0.96831,                 0.8577,                0.93474,                 0.9706,                0.96081,                0.69987,                0.49304,                0.54552,                0.50421,                0.85743,              0.0097789,              0.0097789,              0.0097789
                     69,                0.79756,                 1.3783,                0.69715,                0.97433,                0.89916,                0.97423,                 0.9566,                0.86078,                0.89916,                0.97423,                  0.953,                0.71628,                0.47075,                0.58281,                0.46105,                0.85533,              0.0097756,              0.0097756,              0.0097756
                     70,                0.78671,                 1.3054,                0.68316,                0.96714,                0.93406,                0.96901,                0.97629,                0.87432,                0.93315,                0.96438,                0.96868,                0.71313,                0.46461,                0.54996,                0.45826,                0.84776,              0.0097723,              0.0097723,              0.0097723
                     71,                0.77786,                 1.2955,                0.67586,                0.95742,                0.91262,                0.98557,                0.97094,                0.85453,                 0.9047,                 0.9775,                0.96489,                0.73713,                0.50674,                0.57189,                0.51681,                0.86104,               0.009769,               0.009769,               0.009769
                     72,                0.79234,                  1.372,                0.67813,                0.98095,                0.93285,                0.96858,                0.96618,                0.86719,                0.93097,                0.96518,                0.95839,                 0.7143,                0.47499,                0.58601,                 0.5102,                0.85284,              0.0097657,              0.0097657,              0.0097657
                     73,                0.78702,                 1.3823,                0.66209,                 0.9592,                0.91891,                0.96404,                0.95535,                0.85024,                0.92067,                0.96165,                0.95875,                 0.7205,                0.47359,                0.59576,                0.51433,                0.85111,              0.0097624,              0.0097624,              0.0097624
                     74,                0.75279,                 1.2945,                0.65082,                0.94579,                0.91789,                0.95498,                0.96456,                0.85382,                0.91789,                0.95498,                0.96456,                0.72165,                0.50384,                0.53789,                 0.5218,                0.85025,              0.0097591,              0.0097591,              0.0097591
                     75,                0.76114,                 1.2848,                0.66543,                0.95331,                0.91822,                0.96929,                0.97363,                0.86082,                0.91022,                0.96123,                0.96596,                0.72349,                0.47222,                0.64487,                0.48152,                0.84681,              0.0097558,              0.0097558,              0.0097558
                     76,                0.75219,                 1.3084,                0.66154,                0.95893,                0.93797,                0.97322,                0.97097,                0.87362,                0.93514,                0.96711,                0.96339,                0.73153,                0.45645,                0.57951,                0.55001,                 0.8459,              0.0097525,              0.0097525,              0.0097525
                     77,                 0.7468,                 1.3115,                0.64014,                0.94994,                0.89777,                 0.9777,                0.98223,                0.86849,                0.89016,                0.96963,                0.97536,                0.74724,                0.47376,                0.55485,                0.49724,                 0.8437,              0.0097492,              0.0097492,              0.0097492
                     78,                0.74771,                 1.3043,                0.66919,                0.95081,                0.92791,                 0.9606,                0.98198,                  0.879,                0.92444,                0.95146,                0.97446,                0.73355,                0.49204,                0.54415,                0.50394,                 0.8454,              0.0097459,              0.0097459,              0.0097459
                     79,                0.77836,                 1.3317,                0.66006,                0.96459,                 0.8983,                0.97019,                0.96402,                0.86409,                0.89265,                0.96453,                0.95775,                0.75276,                0.49015,                0.54474,                0.52343,                0.85041,              0.0097426,              0.0097426,              0.0097426
                     80,                0.74585,                 1.2912,                0.63604,                0.95789,                0.93083,                0.95837,                0.96077,                0.85756,                0.93109,                0.95736,                0.95323,                0.71266,                0.50279,                0.57226,                0.48273,                0.85806,              0.0097393,              0.0097393,              0.0097393
                     81,                0.76319,                 1.2718,                0.67562,                0.96922,                0.92744,                0.96504,                0.96882,                0.87444,                0.92678,                 0.9626,                0.96236,                0.74477,                0.48464,                0.57235,                0.53305,                0.84919,               0.009736,               0.009736,               0.009736
                     82,                0.74435,                 1.3202,                0.65087,                0.94238,                0.93537,                0.98022,                0.96339,                0.86761,                0.93538,                0.97901,                0.95585,                0.73428,                0.46644,                0.60917,                0.51401,                0.84706,              0.0097327,              0.0097327,              0.0097327
                     83,                 0.7376,                 1.2855,                0.62898,                0.94211,                0.91363,                0.97015,                0.96212,                0.86168,                0.91224,                0.96777,                0.95728,                0.70826,                0.45419,                0.60328,                0.46492,                0.85304,              0.0097294,              0.0097294,              0.0097294
                     84,                0.73377,                 1.2849,                0.62647,                0.94492,                0.90407,                0.97671,                0.95545,                0.85899,                0.90151,                0.97296,                0.94798,                0.73915,                0.47665,                0.50555,                0.49288,                0.84844,              0.0097261,              0.0097261,              0.0097261
                     85,                0.72758,                 1.2104,                0.61536,                 0.9373,                0.93003,                 0.9758,                0.95554,                0.84674,                0.92233,                0.96745,                0.94978,                0.72063,                0.49547,                0.57471,                0.48881,                0.85619,              0.0097228,              0.0097228,              0.0097228
                     86,                0.73865,                 1.2627,                0.62544,                0.94064,                0.92107,                0.97071,                 0.9554,                 0.8578,                 0.9141,                0.95654,                0.94155,                0.71162,                0.45718,                0.55781,                 0.4805,                0.84238,              0.0097195,              0.0097195,              0.0097195
                     87,                0.73914,                 1.2395,                0.61822,                0.94652,                0.92504,                0.97667,                0.98626,                0.89845,                0.91978,                0.96432,                0.97882,                0.75019,                0.44923,                0.55507,                0.46068,                0.84092,              0.0097162,              0.0097162,              0.0097162
                     88,                0.70054,                 1.2426,                0.61468,                0.93188,                0.91346,                0.96789,                0.98435,                0.88952,                0.90553,                0.95983,                0.97278,                0.74309,                0.46776,                0.54789,                0.43427,                0.84531,              0.0097129,              0.0097129,              0.0097129
                     89,                0.73195,                 1.2474,                0.63097,                 0.9451,                0.92548,                0.95099,                 0.9603,                0.85985,                0.91767,                0.94292,                0.95079,                0.72122,                0.47789,                0.54883,                0.49105,                0.84913,              0.0097096,              0.0097096,              0.0097096
                     90,                 0.7526,                 1.2376,                0.62581,                0.95281,                0.93081,                0.96718,                 0.9622,                 0.8815,                0.93081,                0.96718,                 0.9622,                0.72725,                0.46251,                0.52897,                0.49661,                0.84761,              0.0097063,              0.0097063,              0.0097063
                     91,                0.73247,                 1.2651,                0.61788,                0.94781,                0.91688,                0.96702,                0.96637,                0.85622,                0.91688,                0.96702,                0.96637,                0.72909,                 0.4552,                0.53994,                 0.4959,                0.85195,               0.009703,               0.009703,               0.009703
                     92,                0.74674,                 1.2293,                0.62458,                0.95498,                0.94736,                0.97461,                0.97287,                0.88361,                0.95107,                0.96918,                0.96803,                0.73206,                0.45068,                0.53374,                0.44786,                0.84734,              0.0096997,              0.0096997,              0.0096997
                     93,                0.71637,                 1.2099,                0.61139,                0.93924,                0.93821,                0.96777,                0.96921,                0.86333,                0.93821,                0.96777,                0.96921,                0.76405,                0.47081,                0.51787,                0.47401,                0.85151,              0.0096964,              0.0096964,              0.0096964
